,index,city,party_FDP_gn,seats_FDP_gn,seats_total,party_FDP_bn,seats_FDP_bn,party_CDU_gn,seats_CDU_gn,party_CDU_bn,seats_CDU_bn,party_SPD_gn,seats_SPD_gn,party_SPD_bn,seats_SPD_bn,party_Grüne_gn,seats_Grüne_gn,party_Grüne_bn,seats_Grüne_bn,party_AfD_gn,seats_AfD_gn,party_AfD_bn,seats_AfD_bn,party_Die Linke_gn,seats_Die Linke_gn,party_Die Linke_bn,seats_Die Linke_bn
336,0,Darmstadt,Grüne,1,71,Grüne,1,CDU,1,Grüne,1,SPD,1,Grüne,1,Grüne,1,SPD,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1
337,1,Darmstadt,SPD,1,71,SPD,1,Grüne,1,SPD,1,Grüne,1,CDU,1,Grüne,2,Grüne,1,SPD,1,SPD,1,SPD,1,SPD,1
338,2,Darmstadt,CDU,1,71,CDU,1,SPD,1,Grüne,2,CDU,1,Grüne,2,Grüne,3,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1
339,3,Darmstadt,Grüne,2,71,Grüne,2,CDU,2,SPD,2,SPD,2,CDU,2,CDU,1,SPD,2,Grüne,2,Grüne,2,Die Linke,1,Grüne,2
340,4,Darmstadt,FDP,1,71,SPD,2,Grüne,2,Grüne,3,Grüne,2,Grüne,3,SPD,1,Grüne,2,SPD,2,SPD,2,Grüne,2,SPD,2
341,5,Darmstadt,SPD,2,71,CDU,2,CDU,3,AfD,1,SPD,3,Die Linke,1,Grüne,4,CDU,2,AfD,1,CDU,2,SPD,2,CDU,2
342,6,Darmstadt,CDU,2,71,Grüne,3,SPD,2,Die Linke,1,CDU,2,Grüne,4,Grüne,5,Die Linke,1,CDU,2,Grüne,3,CDU,2,Grüne,3
343,7,Darmstadt,Grüne,3,71,Die Linke,1,CDU,4,SPD,3,SPD,4,AfD,1,Grüne,6,SPD,3,Grüne,3,Die Linke,1,Grüne,3,SPD,3
344,8,Darmstadt,Die Linke,1,71,SPD,3,Grüne,3,CDU,1,Die Linke,1,CDU,3,CDU,2,Grüne,3,Die Linke,1,SPD,3,SPD,3,CDU,3
345,9,Darmstadt,SPD,3,71,AfD,1,Die Linke,1,Grüne,4,Grüne,3,Grüne,5,Die Linke,1,AfD,1,SPD,3,CDU,3,CDU,3,Grüne,4
346,10,Darmstadt,Grüne,4,71,CDU,3,CDU,5,FDP,1,SPD,5,FDP,1,SPD,2,CDU,3,Grüne,4,Grüne,4,Die Linke,2,SPD,4
347,11,Darmstadt,CDU,3,71,Grüne,4,Grüne,4,SPD,4,CDU,3,CDU,4,Grüne,7,SPD,4,CDU,3,SPD,4,Grüne,4,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1
348,12,Darmstadt,AfD,1,71,SPD,4,SPD,3,Grüne,5,Grüne,4,Grüne,6,Grüne,8,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,SPD,4,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,AfD,1,CDU,4
349,13,Darmstadt,FDP,2,71,Grüne,5,AfD,1,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,SPD,6,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,AfD,1,FDP,1,AfD,2,CDU,4,SPD,4,FDP,1
350,14,Darmstadt,SPD,4,71,CDU,4,CDU,6,Grüne,6,AfD,1,Die Linke,2,Grüne,9,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,Grüne,5,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1
351,15,Darmstadt,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,71,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",1,Grüne,4,Grüne,5,FDP,1,FDP,1,Grüne,5
352,16,Darmstadt,Grüne,5,71,SPD,5,Grüne,5,FW,1,FDP,1,FW,1,CDU,3,FW,1,FDP,1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,CDU,4,FW,1
353,17,Darmstadt,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,71,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,CDU,7,SPD,5,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,Grüne,7,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,Wählergemeinscahft Darmstadt,1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,FW,1,Grüne,5,Wählergemeinscahft Darmstadt,1
354,18,Darmstadt,FW,1,71,FW,1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,Wählergemeinscahft Darmstadt,1,CDU,4,CDU,5,SPD,3,Volt,1,CDU,4,Wählergemeinscahft Darmstadt,1,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",1,AfD,1
355,19,Darmstadt,CDU,4,71,Wählergemeinscahft Darmstadt,1,FW,1,AfD,2,FW,1,Wählergemeinscahft Darmstadt,1,Grüne,10,SPD,5,FW,1,SPD,5,FW,1,SPD,5
356,20,Darmstadt,Wählergemeinscahft Darmstadt,1,71,Grüne,6,SPD,4,Volt,1,SPD,7,Volt,1,FW,1,CDU,4,Wählergemeinscahft Darmstadt,1,Volt,1,Wählergemeinscahft Darmstadt,1,Volt,1
357,21,Darmstadt,Volt,1,71,Volt,1,Wählergemeinscahft Darmstadt,1,Die Linke,2,Grüne,5,Grüne,8,FDP,1,Grüne,5,SPD,5,Grüne,6,Volt,1,CDU,5
358,22,Darmstadt,SPD,5,71,CDU,5,Volt,1,Grüne,7,Wählergemeinscahft Darmstadt,1,AfD,2,Wählergemeinscahft Darmstadt,1,Die Linke,2,Volt,1,CDU,5,SPD,5,Grüne,6
359,23,Darmstadt,Grüne,6,71,Die Linke,2,CDU,8,SPD,6,Volt,1,CDU,6,Volt,1,Teilhabe in Darmstadt,1,Grüne,6,Die Linke,2,Die Linke,3,SPD,6
360,24,Darmstadt,Die Linke,2,71,SPD,6,Grüne,6,CDU,2,SPD,8,Grüne,9,Grüne,11,SPD,6,Die Linke,2,SPD,6,Grüne,6,Teilhabe in Darmstadt,1
361,25,Darmstadt,FDP,3,71,Grüne,7,Die Linke,2,Grüne,8,Die Linke,2,Teilhabe in Darmstadt,1,Grüne,12,CDU,5,CDU,5,Grüne,7,CDU,5,Grüne,7
362,26,Darmstadt,CDU,5,71,Teilhabe in Darmstadt,1,CDU,9,FDP,2,Grüne,6,CDU,7,Grüne,13,PARTEI,1,Grüne,7,Teilhabe in Darmstadt,1,Teilhabe in Darmstadt,1,CDU,6
363,27,Darmstadt,Grüne,7,71,AfD,2,SPD,5,Teilhabe in Darmstadt,1,CDU,5,Die Linke,3,CDU,4,Grüne,6,SPD,6,CDU,6,SPD,6,PARTEI,1
364,28,Darmstadt,SPD,6,71,CDU,6,Teilhabe in Darmstadt,1,SPD,7,SPD,9,Grüne,10,Die Linke,2,SPD,7,Teilhabe in Darmstadt,1,PARTEI,1,Grüne,7,SPD,7
365,29,Darmstadt,Teilhabe in Darmstadt,1,71,SPD,7,Grüne,7,PARTEI,1,Teilhabe in Darmstadt,1,PARTEI,1,Teilhabe in Darmstadt,1,AfD,2,AfD,3,SPD,7,CDU,6,Grüne,8
366,30,Darmstadt,PARTEI,1,71,Grüne,8,CDU,10,Grüne,9,SPD,10,FDP,2,SPD,4,CDU,6,PARTEI,1,Grüne,8,PARTEI,1,CDU,7
367,31,Darmstadt,Grüne,8,71,PARTEI,1,PARTEI,1,AfD,3,Grüne,7,SPD,1,Grüne,14,Grüne,7,Grüne,8,CDU,7,Die Linke,4,SPD,8
368,32,Darmstadt,SPD,7,71,SPD,8,CDU,11,SPD,8,PARTEI,1,Grüne,11,PARTEI,1,SPD,8,CDU,6,Grüne,9,Grüne,8,Grüne,9
369,33,Darmstadt,CDU,6,71,CDU,7,FDP,1,Grüne,10,CDU,6,CDU,8,Grüne,15,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,SPD,7,SPD,8,SPD,7,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2
370,34,Darmstadt,AfD,2,71,Grüne,9,Grüne,8,Die Linke,3,SPD,11,Grüne,12,Grüne,16,Die Linke,3,Grüne,9,Die Linke,3,CDU,7,CDU,8
371,35,Darmstadt,FDP,4,71,Die Linke,3,SPD,6,Grüne,11,Grüne,8,AfD,3,AfD,2,FDP,2,CDU,7,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,AfD,2,FDP,2
372,36,Darmstadt,Grüne,9,71,SPD,9,AfD,2,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,SPD,12,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,CDU,5,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",2,SPD,8,CDU,8,Grüne,9,SPD,9
373,37,Darmstadt,Die Linke,3,71,Grüne,10,CDU,12,SPD,9,Die Linke,3,CDU,9,SPD,5,CDU,7,Die Linke,3,Grüne,10,SPD,8,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",2
374,38,Darmstadt,SPD,8,71,CDU,8,Grüne,9,CDU,3,AfD,2,Grüne,13,Grüne,17,Grüne,8,AfD,4,FDP,2,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,Grüne,10
375,39,Darmstadt,CDU,7,71,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,Die Linke,3,Grüne,12,CDU,7,Die Linke,4,Grüne,18,FW,2,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,SPD,9,FDP,2,FW,2
376,40,Darmstadt,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,71,SPD,10,SPD,7,FDP,3,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",2,"Unabhängige Wählervereinigung, hervorgegangen aus der IG-Abwasser (UWIGA)",2,SPD,9,Grüne,10,"Unabhängige Fraktion Freier Bürger – Aufrecht, Spontan, Subkulturell, Eigensinnig ",2,CDU,8,CDU,9
